formula,image,formula_len_chars,formula_len_tokens_rough,image_width,image_height,aspect_ratio
"{ \frac { \delta { \cal E } ( h ) } { h ^ { 2 } } } = \kappa _ { 0 } \operatorname { l n } { \frac { h } { m } } + \kappa _ { 1 } \operatorname { l n } \operatorname { l n } { \frac { h } { m } } + \kappa _ { 2 } + { \cal O } { \mathrm { \Large ~ ( } } \operatorname { l n } \operatorname { l n } { \frac { h } { m } } { \mathrm { \Large ~ / } } \operatorname { l n } { \frac { h } { m } } { \mathrm { \Large ~ ) } } \, ,",7d44ab65fa.png,421,135,480,64,7.5
H _ { 1 } = \operatorname { e x p } \left[ i \theta _ { 1 } \left( \begin{array} { c c c } { 1 } & { 0 } & { 0 } \\ { 0 } & { - 1 } & { 0 } \\ { 0 } & { 0 } & { 0 \ } \\ \end{array} \right) \right] \quad ; \quad H _ { 2 } = \operatorname { e x p } \left[ i \theta _ { 2 } \left( \begin{array} { c c c } { 1 } & { 0 } & { 0 } \\ { 0 } & { 1 } & { 0 } \\ { 0 } & { 0 } & { - 2 } \\ \end{array} \right) \right],7cffa11c5d.png,407,136,480,128,3.75
"\Delta _ { \Omega ^ { ( { D } ) } } = \sum _ { j = 1 } ^ { { D } - 1 } \left[ \left( \prod _ { k = 1 } ^ { j - 1 } \operatorname { s i n } ^ { 2 } \theta _ { k } \right) \, \operatorname { s i n } ^ { { D } - j - 1 } \theta _ { j } \right] ^ { - 1 } \frac { \partial } { \partial \theta _ { j } } \left( \operatorname { s i n } ^ { { D } - j - 1 } \theta _ { j } \, \frac { \partial } { \partial \theta _ { j } } \right) \; ,",32c7eb5f57.png,425,138,480,64,7.5
"\left\{ \begin{array} { r c l } { { \cal F } } & { = } & { 2 \partial b + \frac { 1 } { 2 \pi \alpha ^ { \prime } } B \, , } \\ { \tilde { \cal F } } & { = } & { 6 \partial \tilde { b } + \frac { m } { 2 } c ^ { ( 6 ) } + \frac { 1 } { 2 \pi \alpha ^ { \prime } } \tilde { B } - 6 \left( C ^ { ( 5 ) } - 5 C ^ { ( 3 ) } B \right) \left( \partial c ^ { ( 0 ) } - \frac { m } { 2 } b \right) } \\ \end{array} \right.",13e0706a90.png,414,137,480,160,3.0
E ( x ) = \frac { 1 } { { \partial } _ { - } ^ { 2 } } D ( x ) - \frac { 1 } { { \partial } _ { \bot } ^ { 2 } + n ^ { 2 } { \partial } _ { + } ^ { 2 } } D _ { s } ( x ) - \frac { \mathrm { s i n } 2 { \theta } { \partial } _ { + } + { \partial } ^ { - } } { ( { \partial } _ { \bot } ^ { 2 } + n ^ { 2 } { \partial } _ { + } ^ { 2 } ) ^ { 2 } } { \partial } _ { - } D _ { s } ( x ),2d274eb983.png,382,149,480,64,7.5
"( F ^ { ( 1 ) } ) ^ { 2 } = \frac { \kappa ^ { 2 } } { 3 6 } H _ { \nu \rho } ^ { b c } \left\{ \frac { \partial ^ { 2 } W ^ { ( 0 ) } } { \partial p _ { \nu } \partial p _ { \rho } } , \sigma _ { b c } \right\} H _ { \kappa \epsilon } ^ { g h } \left\{ \frac { \partial ^ { 2 } W ^ { ( 0 ) } } { \partial p _ { \kappa } \partial p _ { \epsilon } } , \sigma _ { g h } \right\}",78b034429b.png,376,124,384,64,6.0
{ \cal S } ( \hat { \Gamma } ) = \int \left\{ \partial _ { \mu } c \; \frac { \delta \hat { \Gamma } } { \delta A _ { \mu } } \; + \; B \; \frac { \delta \hat { \Gamma } } { \delta \bar { c } } \; + \; \frac { \delta \hat { \Gamma } } { \delta \underline { { Y } } } \; \frac { \delta \hat { \Gamma } } { \delta \underline { { \varphi } } } \; + \; \underline { { q } } \; \frac { \delta \hat { \Gamma } } { \delta \underline { { \hat { \varphi } } } } \right\} = 0,60bf3d9c7d.png,465,127,480,64,7.5
\frac { m _ { i } } { m _ { j } } = \frac { \operatorname { s i n } \left[ ( \eta _ { k } - \eta _ { j } ) \pi \vartheta _ { h } + ( \hat { \eta } _ { k } - \hat { \eta } _ { j } ) \pi \vartheta _ { H } \right] } { \operatorname { s i n } \left[ ( \eta _ { i } - \eta _ { k } ) \pi \vartheta _ { h } + ( \hat { \eta } _ { i } - \hat { \eta } _ { k } ) \pi \vartheta _ { H } \right] } \; .,5c98a9a2a1.png,388,129,320,64,5.0
"\Pi ^ { \alpha \dot { \alpha } } \ = \ \dot { x } ^ { \alpha \dot { \alpha } } - 2 \, \dot { \theta } ^ { \alpha } \tilde { \theta } ^ { \dot { \alpha } } + 2 \, \theta ^ { \alpha } \dot { { \tilde { \theta } } ^ { \dot { \alpha } } } + \omega \psi ^ { \alpha \dot { \beta } } \psi _ { \beta \dot { \beta } } \psi ^ { \beta \dot { \alpha } } + \chi \psi ^ { \alpha \dot { \alpha } } + 2 \, \rho ^ { \alpha } \tilde { \mu } ^ { \dot { \alpha } } \quad .",623eeea327.png,452,131,480,64,7.5
"\begin{array} { c } { \mathcal { E } ( x ) \rightarrow \mathcal { E } ^ { V } ( x ) = \Lambda \mathcal { E } ( \Lambda ^ { - 1 } ( x - a ) ) , } \\ { \mathcal { E } ( x ) \rightarrow \mathcal { E } ^ { T S } ( x ) = F ( \Lambda ) \mathcal { E } ( \Lambda ^ { - 1 } ( x - a ) ) , } \\ { \mathcal { E } ( x ) \rightarrow \mathcal { E } ^ { S } ( x ) = S ( \Lambda ) \mathcal { E } ( \Lambda ^ { - 1 } ( x - a ) ) , } \\ \end{array}",672fac24f9.png,429,138,384,96,4.0
N ^ { A B } = \bar { \epsilon } _ { 1 } \Gamma ^ { A B C } D _ { C } \epsilon _ { 2 } + \textstyle { \frac { 1 } { 8 } } \bar { \epsilon _ { 1 } } \Gamma ^ { C _ { 1 } C _ { 2 } } \epsilon _ { 2 } F _ { \ \ C _ { 1 } C _ { 2 } } ^ { A B } + \textstyle { \frac { 1 } { 9 6 } } \bar { \epsilon } _ { 1 } \Gamma ^ { A B C _ { 1 } \cdots C _ { 4 } } \epsilon _ { 2 } F _ { C _ { 1 } \cdots C _ { 4 } } .,74bba31eb7.png,399,149,480,32,15.0
"\left| \left. a , 1 / 2 \right| n \right\rangle = \frac { 1 } { g _ { \left| \left. a , 1 / 2 \right| n \right\rangle } ^ { \left| 1 / 2 \right\rangle } } K _ { a \frac { 1 } { 2 } } \left( i \, \nu _ { n } \right) \left| \frac { 1 } { 2 } \right\rangle \; , \quad \mathrm { w h e r e } \; \left| \frac { 1 } { 2 } \right\rangle \equiv \left| B _ { \frac { 1 } { 2 } } \right\rangle \; ,",89017cc540.png,387,106,480,64,7.5
"S = \frac i { 4 \pi \alpha ^ { \prime } } \int \left\{ g _ { i \bar { \jmath } } ( \partial x ^ { i } \bar { \partial } x ^ { \bar { \jmath } } + \bar { \partial } x ^ { i } \partial x ^ { \bar { \jmath } } ) - i B _ { i \bar { \jmath } } ( \partial x ^ { i } \bar { \partial } x ^ { \bar { \jmath } } - \bar { \partial } x ^ { i } \partial x ^ { \bar { \jmath } } ) \right\} \, d ^ { 2 } z .",66f2fe4f3f.png,392,122,480,64,7.5
"\tilde { C } ( p ) = - 2 \, \gamma \, g ^ { 2 } \delta _ { a } ^ { b } \delta _ { J } ^ { I } \int \frac { d ^ { 4 } k } { ( 2 \pi ) ^ { 4 } } d ^ { 2 } \theta d ^ { 2 } { \overline { \theta } } \frac { 1 } { k ^ { 4 } } \left\{ \Phi _ { I } ^ { a \dagger } ( p , \theta , { \overline { \theta } } ) { \Phi } _ { b } ^ { J } ( - p , \theta , { \overline { \theta } } ) \right\} \, ,",756bab82eb.png,382,134,480,64,7.5
"\Gamma _ { l , s } ^ { \, \alpha , \, \alpha _ { 0 } } ( p ) = \underbrace { \Gamma _ { l , s } ^ { \, \alpha , \, \alpha _ { 0 } } ( 0 ) } _ { \mathrm { { a s \ i n \ ( \ r e f { g a o } } ) } } + \frac { 1 } { 2 } \sum _ { \mu , \nu = 0 } ^ { 3 } \, p _ { \mu } \, p _ { \nu } \, \partial _ { \mu } \, \partial _ { \nu } \, \Gamma _ { l , s } ^ { \, \alpha , \, \alpha _ { 0 } } ( 0 )",db5ed8904f.png,386,141,384,96,4.0
"\Psi _ { \underline { { o } } } ^ { \prime } ( \vec { \sigma } _ { 2 o } ) \sum _ { \underline { { n } } } \, c _ { \underline { { n } } } \Psi _ { \underline { { n } } } ^ { \prime } ( \vec { \sigma } _ { 1 o } ) = - \Psi _ { \underline { { o } } } ^ { \prime } ( \vec { \sigma } _ { 2 o } ) \frac { R } { \cal N } = - \frac { n _ { o } ( \vec { \sigma } _ { 2 o } ) } { \cal N } .",7b3e637cf7.png,382,132,384,64,6.0
"\begin{array} { c } { D ^ { \left[ A , B \right] } ( \Lambda ) u ( \Lambda ^ { - 1 } p ) = u ( p ) D ^ { \left( s \right) } ( R ^ { - 1 } ( \Lambda , p ) ) } \\ { D ^ { \left[ A , B \right] } ( \Lambda ) v ( \Lambda ^ { - 1 } p ) = v ( p ) D ^ { \left( s \right) * } ( R ^ { - 1 } ( \Lambda , p ) ) , \quad v ( p ) = u ( p ) D ^ { \left( s \right) * } ( i \sigma _ { 2 } ) } \\ \end{array} \, \, \, \, \, \,",5a61c820eb.png,407,139,480,64,7.5
"\frac { 1 } { c _ { 0 } ^ { 2 } } \left( \frac { \ddot { a } _ { 0 } } { a _ { 0 } } + \frac { \dot { a } _ { 0 } } { a _ { 0 } } \left( \frac { n - 1 } { 2 } \frac { \dot { a } _ { 0 } } { a _ { 0 } } - \frac { \dot { c } _ { 0 } } { c _ { 0 } } \right) \right) = \frac { 1 } { 2 { \cal R } ^ { n } } \frac { d } { d { \cal R } } \Big ( H ^ { 2 } { \cal R } ^ { n + 1 } \Big ) ,",70816670c6.png,379,149,384,64,6.0
"{ \cal V } \equiv \left( \begin{array} { c } { U _ { \alpha } ^ { T } } \\ { \bar { U } ^ { \alpha \, T } } \\ \end{array} \right) \equiv \left( \begin{array} { c c } { e _ { \alpha } ^ { A } } & { h _ { A \alpha } } \\ { g ^ { \alpha \bar { \beta } } \bar { e } _ { \bar { \beta } } ^ { A } } & { g ^ { \alpha \bar { \beta } } \bar { h } _ { A \bar { \beta } } } \\ \end{array} \right) \ ,",4c65b2324c.png,390,120,320,64,5.0
"\Lambda = \left( \begin{array} { c c } { e ^ { - \phi _ { 0 } } \operatorname { c o s } \alpha + \chi _ { 0 } \operatorname { s i n } \alpha } & { - e ^ { - \phi _ { 0 } } \operatorname { s i n } \alpha + \chi _ { 0 } \operatorname { c o s } \alpha } \\ { \operatorname { s i n } \alpha } & { \operatorname { c o s } \alpha } \\ \end{array} \right) \, e ^ { \phi _ { 0 } / 2 } ,",34a12bfd3e.png,378,110,480,64,7.5
"= \; \int _ { \Lambda } \prod _ { a = 1 } ^ { N } \left[ \prod _ { i = 1 } ^ { n _ { a } } d ^ { 2 } x _ { i } ^ { ( a ) } d ^ { 2 } y _ { i } ^ { ( a ) } \right] \operatorname { e x p } \Bigg \{ - 4 \pi \frac { 1 } { 2 } \sum _ { b , c = 1 } ^ { N } \sum _ { j = 1 } ^ { n _ { b } } \sum _ { l = 1 } ^ { n _ { c } } \Bigg [ \Big ( 1 \! - \! \delta _ { b c } \delta _ { j l } \Big )",161a55d4e0.png,382,150,480,64,7.5
"\left( \begin{array} { c } { \hat { { \bf b } } } \\ { \hat { { \bf b } } ^ { \dagger } } \\ \end{array} \right) = \Omega \left( \begin{array} { c } { \hat { { \bf a } } } \\ { \hat { { \bf a } } ^ { \dagger } } \\ \end{array} \right) + \left( \begin{array} { c } { { \bf d } } \\ { { \bf d } ^ { * } } \\ \end{array} \right) , \qquad \Omega = \left( \begin{array} { c c } { \zeta } & { \eta } \\ { \eta ^ { * } } & { \zeta ^ { * } } \\ \end{array} \right) ,",52d73b511e.png,458,127,384,64,6.0
"\left. \begin{array} { r c l } { Q _ { n } ^ { + } } & { = } & { \int _ { - \infty } ^ { \infty } d \theta \ e ^ { - n \theta } A _ { + } ( \theta ) ^ { \dagger } A _ { - } ( \theta ) } \\ { Q _ { n } ^ { - } } & { = } & { \int _ { - \infty } ^ { \infty } d \theta \ e ^ { - n \theta } A _ { - } ( \theta ) ^ { \dagger } A _ { + } ( \theta ) } \\ \end{array} \right\} \, , \qquad n { \mathrm { ~ o d d } } \, ,",2ff8f03896.png,410,142,384,64,6.0
"\left( \begin{array} { c } { \dot { \Phi } } \\ { \Phi ^ { \prime } } \\ \end{array} \right) \; \; \rightarrow \; \; \left( \begin{array} { c c } { c o s h \, \theta } & { s i n h \, \theta } \\ { s i n h \, \theta } & { c o s h \, \theta } \\ \end{array} \right) \; \; \left( \begin{array} { c } { \tilde { \dot { \Phi } } } \\ { \tilde { \Phi } ^ { \prime } } \\ \end{array} \right) \; \; .",3c0f86d269.png,392,104,320,64,5.0
"R _ { \mu \nu \rho } { } ^ { \sigma } = \partial _ { \mu } \bigl \{ \begin{array} { l } { \sigma } \\ { \nu \rho } \\ \end{array} \bigr \} - \partial _ { \nu } \bigl \{ \begin{array} { l } { \sigma } \\ { \mu \rho } \\ \end{array} \bigr \} + \bigl \{ \begin{array} { l } { \sigma } \\ { \mu \lambda } \\ \end{array} \bigr \} \bigl \{ \begin{array} { l } { \lambda } \\ { \nu \rho } \\ \end{array} \bigr \} - \bigl \{ \begin{array} { l } { \sigma } \\ { \nu \lambda } \\ \end{array} \bigr \} \bigl \{ \begin{array} { l } { \lambda } \\ { \mu \rho } \\ \end{array} \bigr \} \ ,",30a7bd637d.png,575,137,480,64,7.5
{ \mathcal Z } _ { ( \alpha \beta ) } = \int d ^ { 3 } x \ \sigma _ { \alpha \beta } ^ { 0 i } \partial _ { i } \left( - \frac { 4 i } { 3 } { \kern . 3 5 e m \bar { \kern - . 3 5 e m { \widetilde J } } } + \frac { i } { 3 } D ^ { 2 } K \right) \displaystyle { \biggl \vert } = - 3 \int d ^ { 3 } x \ \sigma _ { \alpha \beta } ^ { 0 i } \partial _ { i } \ { \bar { \mathcal W } } \displaystyle { \biggl \vert } \ .,18c2419c8c.png,414,130,480,64,7.5
"\begin{array} { c } { \overline { { A } } _ { \hspace { 0 . 1 c m } \nu } ^ { 1 } \longrightarrow W _ { \nu } ^ { - } , } \\ { \overline { { A } } _ { \hspace { 0 . 1 c m } \nu } ^ { 2 } \longrightarrow W _ { \nu } ^ { + } , } \\ { \overline { { A } } _ { \hspace { 0 . 1 c m } \nu } ^ { 3 } \longrightarrow Z _ { \nu } , } \\ { \overline { { A } } _ { \hspace { 0 . 1 c m } \nu } ^ { 0 } \longrightarrow A _ { \nu } . } \\ \end{array}",6c9e3199d2.png,435,141,480,128,3.75
"g ^ { - 1 } = \left( \begin{array} { c c c } { - 2 \lambda _ { 2 } , } & { - 6 \lambda _ { 3 } , } & { - 4 \lambda _ { 4 } } \\ { - 6 \lambda _ { 3 } , } & { 4 \lambda _ { 3 } ( \lambda _ { 2 } ^ { 2 } - 4 \lambda _ { 4 } ) , } & { \lambda _ { 2 } \lambda _ { 3 } } \\ { - 4 \lambda _ { 4 } , } & { + \lambda _ { 2 } \lambda _ { 3 } , } & { - 2 \lambda _ { 2 } \lambda _ { 4 } + \frac 3 4 \lambda _ { 3 } } \\ \end{array} \right)",7a0e39cb90.png,429,150,384,96,4.0
\frac { 1 } { 2 \kappa ^ { 2 } } \left( n _ { \mu } \Gamma _ { \rho \sigma } ^ { \mu } - \frac { 1 } { 2 } g _ { \rho \sigma } n _ { \mu } \Gamma _ { \alpha \beta } ^ { \mu } g ^ { \alpha \beta } - \Gamma _ { \alpha ( \rho } ^ { \alpha } n _ { \sigma ) } + \frac { 1 } { 2 } \Gamma _ { \beta \alpha } ^ { \alpha } n ^ { \beta } g _ { \rho \sigma } \right) = T _ { \rho \sigma } ^ { b r a } .,4879dac0c0.png,391,125,480,64,7.5
"- \beta { \cal F } ( \beta ) \simeq - \frac { 2 ^ { - 1 5 } \pi ^ { - 2 6 } } { ( 2 \alpha ^ { \prime } ) ^ { 1 3 } } \int _ { 0 } ^ { \varepsilon } d \tau _ { 2 } \tau _ { 2 } ^ { - 1 4 } \left[ \theta _ { 3 } \left( 0 , \frac { i \beta ^ { 2 } } { 4 \pi ^ { 2 } \tau _ { 2 } \alpha ^ { \prime } } \right) - 1 \right] e ^ { \frac { 4 \pi } { \tau _ { 2 } } } \tau _ { 2 } ^ { 5 1 / 2 }",5f122e4b24.png,386,137,480,64,7.5
"\begin{array} { l l l l } { \eta _ { z } ^ { + } \rightarrow \eta _ { z } , \quad } & { \quad \lambda _ { + } \rightarrow \lambda , \quad } & { \quad \beta _ { + z } \rightarrow \beta _ { z } , \quad } & { \quad \gamma ^ { + } \rightarrow \gamma , } \\ { \eta _ { z } ^ { - } \rightarrow \eta , \quad } & { \quad \lambda _ { - } \rightarrow \lambda _ { z } , \quad } & { \quad \beta _ { - z } \rightarrow \beta _ { z z } , \quad } & { \quad \gamma ^ { - } \rightarrow \gamma ^ { z } . } \\ \end{array}",112971c9a9.png,501,139,480,64,7.5
"\Delta = \sum _ { j = 1 } ^ { 2 } \sum _ { p , q } \left( \frac { \partial ^ { 2 } } { \partial ( \mathrm { R e } \, \sigma _ { p q } ^ { j j } ) ^ { 2 } } + \frac { \partial ^ { 2 } } { \partial ( \mathrm { I m } \, \sigma _ { p q } ^ { j j } ) ^ { 2 } } \right) + 4 \sum _ { j \neq l } \sum _ { p , q } \frac { \partial ^ { 2 } } { \partial \sigma _ { p q } ^ { j l } \sigma _ { p q } ^ { j l * } } \ .",693b71ee34.png,404,143,480,64,7.5
\begin{array} { l l } { d s ^ { 2 } = } & { - \left( 1 - \frac { r _ { H } ^ { 7 - p } + \alpha } { r ^ { 7 - p } } \right) d t ^ { 2 } + \left( 1 + \frac { \alpha } { r ^ { 7 - p } } \right) d x ^ { \scriptscriptstyle { 1 0 } ^ { \scriptstyle { 2 } } } \mp 2 \frac { \sqrt { \alpha \left( r _ { H } ^ { 7 - p } + \alpha \right) } } { r ^ { 7 - p } } d t d x ^ { 1 0 } } \\ \end{array},6541da20ed.png,385,132,480,128,3.75
"\left\langle { { E ^ { \prime } , l ^ { \prime } , m ^ { \prime } ; i n } } \mathrel { \left| { \vphantom { { E ^ { \prime } , l ^ { \prime } , m ^ { \prime } ; i n } { E , l , m } } } \right. \kern - \nulldelimiterspace } { { E , l , m ; i n } } \right\rangle = { \frac { V } { ( 2 \pi ) ^ { 3 } } } \delta _ { l l ^ { \prime } } \delta _ { m m ^ { \prime } } \delta ( E - E ^ { \prime } )",5895a87d2b.png,390,127,384,64,6.0
"f \ast g : = f \cdot g + \sum _ { n = 1 } ^ { \infty } { \frac { ( \lambda / 2 ) ^ { n } } { n ! } } \epsilon ^ { r _ { 1 } s _ { 1 } } \dots \epsilon ^ { r _ { n } s _ { n } } { \frac { \partial ^ { n } f } { \partial \phi ^ { r _ { 1 } } \dots \partial \phi ^ { r _ { n } } } } { \frac { \partial ^ { n } g } { \partial \phi ^ { s _ { 1 } } \dots \partial \phi ^ { s _ { n } } } } ,",66125c58ce.png,384,136,480,64,7.5
"\int d q _ { 1 } ^ { \, 3 } \, d q _ { 2 } ^ { \, 3 } \left( \frac { \left| \vec { \nabla } \psi \right| ^ { 2 } } { q ^ { 2 } } + \frac { \mathrm { i } } { q ^ { 2 } } \left( \vec { \nabla } _ { 2 } \, \psi \, \vec { \nabla } _ { 1 } \, \psi ^ { \ast } - \vec { \nabla } _ { 1 } \, \psi \, \vec { \nabla } _ { 2 } \, \psi ^ { \ast } \right) \right) < \infty \hspace { 1 c m } .",7d31ded4f4.png,378,124,480,128,3.75
"h _ { j ^ { \prime } } ^ { ( B ) } = \sum _ { i = 1 } ^ { k ^ { \prime } } | i \rangle _ { j ^ { \prime } } \, e p s i l o n _ { i } \ _ { j ^ { \prime } } \hspace * { - 1 p t } \langle i | + \sum _ { \alpha = 1 } ^ { k ^ { n _ { s } } - k ^ { \prime } } | \alpha \rangle _ { j ^ { \prime } } \ \epsilon _ { \alpha } \ _ { j ^ { \prime } } \hspace * { - 1 p t } \langle \alpha |",2ee99b8a23.png,378,137,384,64,6.0
\begin{array} { c c c } { ( \rho _ { 1 } \rho _ { 2 } \rho _ { 3 } ) ^ { * } } & { \Longrightarrow } & { \rho _ { 3 } ^ { * } \circ ( \rho _ { 1 } \rho _ { 2 } ) ^ { * } } \\ { \Downarrow } & { } & { \Downarrow } \\ { ( \rho _ { 2 } \rho _ { 3 } ) ^ { * } \circ \rho _ { 1 } ^ { * } } & { \Longrightarrow } & { \rho _ { 3 } ^ { * } \circ \rho _ { 2 } ^ { * } \circ \rho _ { 1 } ^ { * } } \\ \end{array},75e60f1525.png,402,140,384,96,4.0
"W _ { \mathrm { T } } ^ { ( \xi ) } = \frac { 1 } { 4 \xi } \int d ^ { 4 } x \, \mathrm { t r } \, F _ { \mu \nu } \tilde { F } ^ { \mu \nu } - \frac { 1 } { 2 4 \xi } \epsilon ^ { \mu \nu \rho \sigma } \bar { Q } _ { \mu } ^ { ( \xi ) } \bar { Q } _ { \nu } ^ { ( \xi ) } \bar { Q } _ { \rho } ^ { ( \xi ) } \bar { Q } _ { \sigma } ^ { ( \xi ) } \int d ^ { 4 } x \, \mathrm { t r } \, \phi ^ { 2 } ,",3dc438dfb2.png,400,146,480,64,7.5
"{ \Phi } = \left( \begin{array} { c } { l _ { I } \cdot { \bf e } _ { \mu } ^ { ( R ) } } \\ { { \bar { k } } _ { i } \cdot { \bf e } _ { \mu } ^ { ( R ) } } \\ { k ^ { j } \cdot { \bf e } _ { \mu } ^ { ( R ) } } \\ \end{array} \right) = { \frac { 1 } { 2 } } \left( \begin{array} { c } { - A E ^ { * } } \\ { D E ^ { * } } \\ { E ^ { * } } \\ \end{array} \right) \; \in M ( 2 8 , \; 6 , \; { \bf R } )",6b5042af3a.png,402,145,384,96,4.0
"{ 4 M ^ { 2 } } \, \left[ D \epsilon ^ { \beta \gamma \kappa \lambda } \partial _ { \nu } { \partial _ { \beta } } T _ { ( \kappa \lambda ) } { } ^ { \nu } + 2 a \partial _ { \nu } { \partial _ { \beta } } T ^ { ( \beta \gamma ) \nu } \right] = e ^ { 2 } \, \partial _ { \nu } \left( { \partial } ^ { \gamma } \lambda ^ { \nu } - { \partial } ^ { \nu } \lambda ^ { \gamma } \right) .",5272f5dc79.png,383,110,480,64,7.5
"\frac { \partial \Gamma _ { \Lambda } [ \phi ] } { \partial \Lambda } = - \frac { \Omega } { 2 } \mathrm { t r } \int _ { 0 } ^ { \infty } \! \! \! \! \! d q \, \frac { q ^ { D - 1 } } { C ( q , \Lambda ) } \frac { \partial C ( q , \Lambda ) } { \partial \Lambda } \left\langle \left[ 1 + C . \frac { \delta ^ { 2 } \Gamma _ { \Lambda } } { \delta \phi \delta \phi } \right] ^ { - 1 } \! \! \! ( \mathbf { q } , \mathbf { - q } ) \right\rangle",47be5f6854.png,443,126,480,64,7.5
I ( k ) = \frac { 1 } { ( 2 \pi ) ^ { 4 } } \int d p _ { \parallel } p _ { \parallel } d \varphi _ { 1 } \int d p _ { \perp } p _ { \perp } d \varphi _ { 2 } \frac { e ^ { i \Theta p _ { \parallel } k _ { \parallel } \operatorname { s i n } \varphi _ { 1 } } e ^ { i \Theta p _ { \perp } k _ { \perp } \operatorname { s i n } \varphi _ { 2 } } } { p _ { \parallel } ^ { 2 } + p _ { \perp } ^ { 2 } } .,51a9534690.png,401,134,480,64,7.5
"\left( \begin{array} { l } { X _ { 1 } } \\ { X _ { 2 } } \\ { X _ { 3 } } \\ { X _ { 4 } } \\ \end{array} \right) = \frac { 1 } { 2 r } \left( \begin{array} { l l l } { 3 } & { 1 } & { 1 } \\ { 1 } & { - 1 } & { - 3 } \\ { - 1 } & { - 1 } & { 3 } \\ { - 3 } & { 1 } & { - 1 } \\ \end{array} \right) \left( \begin{array} { l } { \varphi ^ { ( 1 ) } } \\ { \varphi ^ { ( 2 ) } } \\ { \varphi ^ { ( 3 ) } } \\ \end{array} \right) ,",54d18218fe.png,429,149,384,96,4.0
"F ^ { \lambda _ { 1 } \lambda _ { 2 } , \lambda _ { 3 } \lambda _ { 4 } , \lambda _ { 5 } \lambda _ { 6 } } F _ { \lambda _ { 1 } ^ { \prime } \lambda _ { 2 } ^ { \prime } , \lambda _ { 3 } ^ { \prime } \lambda _ { 4 } ^ { \prime } , \lambda _ { 5 } ^ { \prime } \lambda _ { 6 } ^ { \prime } } = \left( \delta ( \lambda _ { 1 } ^ { \prime } - \lambda _ { 1 } ) \delta ( \lambda _ { 2 } ^ { \prime } - \lambda _ { 2 } ) , \right.",517518cef7.png,428,136,384,32,12.0
"\delta = \epsilon ^ { 0 } \, \underline { \epsilon } _ { 0 } + \epsilon ^ { + } \, \underline { \epsilon } _ { + } + \epsilon ^ { - } \, \underline { \epsilon } _ { - } + \alpha ^ { I } \, \underline { \alpha } _ { I } + \beta _ { I } \, \underline { \beta } ^ { I } + \hat { \alpha } { } ^ { I } \, \underline { { \hat { \alpha } } } _ { I } + \hat { \beta } _ { I } \, \underline { { \hat { \beta } } } { } ^ { I } + \omega ^ { i } \, \underline { \omega } _ { i } \ .",5a3479e97a.png,470,143,480,32,15.0
"\Gamma ^ { 0 } = \left( \begin{array} { l l } { \gamma ^ { 0 } } & { 0 } \\ { 0 } & { - \gamma ^ { 0 } } \\ \end{array} \right) \ , \; \; \; \Gamma ^ { 1 } = \left( \begin{array} { l l } { \gamma ^ { 1 } } & { 0 } \\ { 0 } & { - \gamma ^ { 1 } } \\ \end{array} \right) \ , \; \; \; \Gamma ^ { 2 } = \left( \begin{array} { l l } { \gamma ^ { 2 } } & { 0 } \\ { 0 } & { - \gamma ^ { 2 } } \\ \end{array} \right) \ ,",687664f82f.png,413,129,480,64,7.5
- \frac { 1 } { 4 } \left\langle Q \left| \cal F _ { \mu \nu } ^ { \cal A } \cal F ^ { \cal A \mu \nu } \right| Q \right\rangle = - \frac { 1 } { 4 } \left\langle \cal F _ { \mu \nu } ^ { \cal A } \cal F ^ { \cal A \mu \nu } \right\rangle = - \frac { 1 } { 4 } \left\langle { \cal F } _ { \mu \nu } ^ { 3 } { \cal F } _ { \mu \nu } ^ { 3 } + { \cal F } _ { \mu \nu } ^ { m } { \cal F } _ { \mu \nu } ^ { m } \right\rangle,29f8a5e922.png,421,131,480,64,7.5
( A ^ { ( 1 ) \mathrm { T } } Y ) _ { n } \approx \sqrt { \frac { 2 } { \mu } } \frac { ( - 1 ) ^ { n + 1 } \sqrt { n } } { \pi ^ { 2 } y ^ { 2 } ( 1 - y ) } \sum _ { m = 1 } ^ { \infty } \frac { \operatorname { s i n } ^ { 2 } ( \pi m y ) } { m ^ { 2 } - n ^ { 2 } / y ^ { 2 } } \frac { \sqrt { \mu + \sqrt { \mu ^ { 2 } + m ^ { 2 } } } } { \sqrt { \mu ^ { 2 } + m ^ { 2 } } } .,5ec0f49dec.png,379,150,480,64,7.5
